0		28
1		7
2		45
3		18
4		100
5		14
6		35
7		87
8		40
9		38
10		10
11		81
12		37
13		34
14		84
15		28
16		43
17		30
18		80
19		25
20		53
21		58
22		25
23		24
24		30
25		89
26		23
27		92
28		66
29		81
30		87
31		89
32		94
33		80
34		38
35		80
36		100
37		85
38		10
39		65
40		51
41		45
42		49
43		63
44		30
45		50
46		88
47		19
48		57
49		96
50		79
51		91
52		56
53		33
54		71
55		22
56		53
57		100
58		"10"
59		28
60		53
61		65
62		74
63		86
64		87
65		43
66		13
67		84
68		11
69		61
70		"20"
71		71
72		74
73		82
74		99
75		84
76		27
77		65
78		9
79		63
80		82
81		5
82		66
83		54
84		10
85		83
86		60
87		94
88		94
89		54
90		80
91		99
92		36
93		33
94		81
95		60
96		82
97		58
98		56
99		65
100		66
101		4
102		50
103		75
104		4
105		42
106		50
107		52
108		71
109		84
110		48
111		46
112		3
113		36
114		35
115		9
116		78
117		36
118		68
119		60
120		47
121		41
122		9
123		42
124		58
125		9
126		98
127		56
128		34
129		4
130		23
131		80
132		10
133		98
134		91
135		3
136		97
137		82
138		7
139		16
140		95
141		72
142		59
143		71
144		30
145		40
146		95
147		41
148		59
149		28
150		99
151		2
152		96
153		92
154		36
155		28
156		42
157		8
158		99
159		82
160		77
161		53
162		61
163		50
164		47
165		96
166		85
167		93
168		36
169		68
170		5
171		80
172		96
173		41
174		83
175		71
176		46
177		66
178		9
179		59
180		100
181		59
182		50
183		34
184		67
185		81
186		81
187		29
188		59
189		32
190		2
191		27
192		29
193		80
194		99
195		53
196		53
197		61
198		91
199		26
200		53
201		69
202		31
203		54
204		54
205		19
206		79
207		100
208		68
209		37
210		36
211		46
212		41
213		55
214		93
215		63
216		100
217		76
218		88
219		99
220		33
221		71
222		74
223		74
224		37
225		32
226		12
227		22
228		36
229		2
230		86
231		61
232		5
233		10
234		99
235		72
236		5
237		5
238		2
239		99
240		30
241		24
242		85
243		61
244		89
245		78
246		58
247		93
248		47
249		17
250		6
251		28
252		41
253		40
254		86
255		90
256		3
257		46
258		93
259		6
260		69
261		30
262		90
263		80
264		37
265		20
266		1
267		5
268		56
269		65
270		76
271		11
272		93
273		56
274		52
275		43
276		48
277		1
278		80
279		9
280		80
281		40
282		11
283		13
284		89
285		39
286		89
287		87
288		91
289		6
290		47
291		41
292		63
293		3
294		80
295		28
296		88
297		59
298		23
299		86
300		39
301		60
302		84
303		12
304		33
305		57
306		48
307		57
308		13
309		49
310		64
311		89
312		35
313		33
314		27
315		4
316		57
317		62
318		14
319		62
320		51
321		34
322		48
323		18
324		3
325		39
326		52
327		52
328		49
329		77
330		23
331		31
332		42
333		61
334		33
335		52
336		76
337		57
338		19
339		91
340		1
341		87
342		50
343		91
344		8
345		92
346		83
347		62
348		72
349		22
350		92
351		37
352		46
353		4
354		17
355		11
356		2
357		34
358		19
359		16
360		47
361		6
362		63
363		84
364		49
365		26
366		6
367		71
368		43
369		22
370		7
371		54
372		23
373		57
374		49
375		33
376		62
377		8
378		7
379		43
380		70
381		90
382		23
383		4
384		63
385		28
386		65
387		21
388		100
389		22
390		18
391		77
392		20
393		5
394		64
395		38
396		18
397		81
398		44
399		84
400		14
401		28
402		17
403		36
404		6
405		2
406		11
407		23
408		1
409		30
410		84
411		32
412		27
413		10
414		37
415		69
416		97
417		14
